Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
907548968 2036299002        ;907548968 ;6;2036299002        ;M002;20210224;202102;17;1;15,45;1,55;6
907548968 2036302004        ;907548968 ;7;2036302004        ;M002;20210224;202102;60;1;50,00;10,00;7
907548968 2036311005        ;907548968 ;8;2036311005        ;M002;20210224;202102;171;3;142,50;28,50;8
907548968 2036318001        ;907548968 ;9;2036318001        ;M002;20210224;202102;1544;4;1286,67;257,33;9
907548968 2036319001        ;907548968 ;10;2036319001        ;M002;20210224;202102;65;1;54,17;10,83;10
907474780 19067             ;907474780 ;1;19067             ;M009;20210225;202102;66;1;55,00;11,00;1
907474780 19372             ;907474780 ;2;19372             ;M009;20210225;202102;353;1;320,91;32,09;2
907474780 19719             ;907474780 ;3;19719             ;M009;20210225;202102;49;1;40,83;8,17;3
907474780 20704             ;907474780 ;4;20704             ;M009;20210225;202102;100;1;83,33;16,67;4
907474780 20862             ;907474780 ;5;20862             ;M009;20210225;202102;23;1;19,17;3,83;5
907486452 2038310001        ;907486452 ;1;2038310001        ;M002;20210225;202102;41;1;34,17;6,83;1
907486452 2038327004        ;907486452 ;2;2038327004        ;M002;20210225;202102;71;1;59,17;11,83;2
907486452 2038419001        ;907486452 ;3;2038419001        ;M002;20210225;202102;95;1;79,17;15,83;3
907486452 2038419004        ;907486452 ;4;2038419004        ;M002;20210225;202102;81;1;73,64;7,36;4
907486452 2038422003        ;907486452 ;5;2038422003        ;M002;20210225;202102;88;1;73,33;14,67;5
907486452 2038423003        ;907486452 ;6;2038423003        ;M002;20210225;202102;42;1;38,18;3,82;6
907486452 2038424004        ;907486452 ;7;2038424004        ;M002;20210225;202102;7;1;5,83;1,17;7
907486452 2038431003        ;907486452 ;8;2038431003        ;M002;20210225;202102;12;1;10,91;1,09;8
907486452 2038435002        ;907486452 ;9;2038435002        ;M002;20210225;202102;129;3;107,50;21,50;9
907486452 2038845002        ;907486452 ;10;2038845002        ;M002;20210225;202102;71;1;59,17;11,83;10
907486452 2038852003        ;907486452 ;11;2038852003        ;M002;20210225;202102;370;1;308,33;61,67;11
907486452 2038857005        ;907486452 ;12;2038857005        ;M002;20210225;202102;393;1;357,27;35,73;12
907486452 2038862001        ;907486452 ;13;2038862001        ;M002;20210225;202102;350;1;291,67;58,33;13
907486452 2038862002        ;907486452 ;14;2038862002        ;M002;20210225;202102;925;1;770,83;154,17;14
907486452 2038863004        ;907486452 ;15;2038863004        ;M002;20210225;202102;8640;3;7200,00;1440,00;15
907516550 136870            ;907516550 ;1;136870            ;M001;20210225;202102;30;1;25,00;5,00;1
907532093 7000009745        ;907532093 ;1;7000009745        ;M007;20210225;202102;97;1;80,83;16,17;1
907533758 1000066353        ;907533758 ;1;1000066353        ;M003;20210225;202102;3182;1;2651,67;530,33;1
907533758 1000066383        ;907533758 ;2;1000066383        ;M003;20210225;202102;178;2;148,33;29,67;2
907533758 1000066384        ;907533758 ;3;1000066384        ;M003;20210225;202102;3548;1;3225,45;322,55;3
907533758 1000066430        ;907533758 ;4;1000066430        ;M003;20210225;202102;90;1;75,00;15,00;4
907533758 1000066505        ;907533758 ;5;1000066505        ;M003;20210225;202102;94;1;78,33;15,67;5
907540198 2034694004        ;907540198 ;1;2034694004        ;M008;20210225;202102;114;2;95,00;19,00;1
907586008 2034652003        ;907586008 ;10;2034652003        ;M003;20210225;202102;64;1;53,33;10,67;1
907586022 1000041095        ;907586022 ;1;1000041095        ;M012;20210225;202102;164;2;136,67;27,33;1
907588413 107932625         ;907588413 ;1;107932625         ;M005;20210225;202102;2781;1;2317,50;463,50;1
907588413 107937207         ;907588413 ;2;107937207         ;M005;20210225;202102;533;1;444,17;88,83;2
907461289 1000057658        ;907461289 ;1;1000057658        ;M011;20210226;202102;31;1;28,18;2,82;1
907461289 1000057816        ;907461289 ;2;1000057816        ;M011;20210226;202102;111;3;100,91;10,09;2
907498877 2034421001        ;907498877 ;1;2034421001        ;M013;20210226;202102;44;1;40,00;4,00;1
907538429 2037836004        ;907538429 ;1;2037836004        ;M001;20210226;202102;41;1;34,17;6,83;1
907538429 2037838003        ;907538429 ;2;2037838003        ;M001;20210226;202102;69;1;57,50;11,50;2
907538429 2037856002        ;907538429 ;3;2037856002        ;M001;20210226;202102;8;1;6,67;1,33;3
907538429 2037883001        ;907538429 ;4;2037883001        ;M001;20210226;202102;76;4;63,33;12,67;4
907552887 134495            ;907552887 ;1;134495            ;M009;20210226;202102;86;1;78,18;7,82;1
907552887 134966            ;907552887 ;2;134966            ;M009;20210226;202102;37;1;30,83;6,17;2
907552894 2034587002        ;907552894 ;10;2034587002        ;M009;20210226;202102;286;1;238,33;47,67;1
907552910 7000009745        ;907552910 ;1;7000009745        ;M002;20210226;202102;97;1;80,83;16,17;1
907552912 17589             ;907552912 ;1;17589             ;M003;20210226;202102;387;1;322,50;64,50;1
907589941 107995731         ;907589941 ;1;107995731         ;M001;20210226;202102;3322;1;2768,33;553,67;1
907589941 108000846         ;907589941 ;2;108000846         ;M001;20210226;202102;3212;1;2676,67;535,33;2
907607753 1000038485        ;907607753 ;1;1000038485        ;M011;20210226;202102;79;1;71,82;7,18;1
907607753 1000038487        ;907607753 ;2;1000038487        ;M011;20210226;202102;168;3;152,73;15,27;2
907607753 1000038628        ;907607753 ;3;1000038628        ;M011;20210226;202102;282;3;256,36;25,64;3
907607753 1000038812        ;907607753 ;4;1000038812        ;M011;20210226;202102;96;3;80,00;16,00;4
907607753 1000038813        ;907607753 ;5;1000038813        ;M011;20210226;202102;75;1;62,50;12,50;5
907424445 1000004095        ;907424445 ;1;1000004095        ;M008;20210227;202102;174;3;145,00;29,00;1
907496396 2034239002        ;907496396 ;1;2034239002        ;M007;20210227;202102;87;1;72,50;14,50;1
907496396 2034240006        ;907496396 ;2;2034240006        ;M007;20210227;202102;136;2;123,64;12,36;2
907529707 19067             ;907529707 ;1;19067             ;M003;20210227;202102;66;1;55,00;11,00;1
907529707 19372             ;907529707 ;2;19372             ;M003;20210227;202102;353;1;320,91;32,09;2
907560641 1000055521        ;907560641 ;1;1000055521        ;M013;20210227;202102;63;1;52,50;10,50;1
907560641 1000055526        ;907560641 ;2;1000055526        ;M013;20210227;202102;88;1;73,33;14,67;2
907587100 893138            ;907587100 ;1;893138            ;M012;20210227;202102;88;1;73,33;14,67;1
907587115 107880837         ;907587115 ;1;107880837         ;M003;20210227;202102;180;2;150,00;30,00;1
907587115 107881506         ;907587115 ;2;107881506         ;M003;20210227;202102;48;1;40,00;8,00;2
907599230 1000035500        ;907599230 ;1;1000035500        ;M009;20210227;202102;220;4;183,33;36,67;1
907599230 1000035567        ;907599230 ;2;1000035567        ;M009;20210227;202102;24;4;20,00;4,00;2
907599230 1000035568        ;907599230 ;3;1000035568        ;M009;20210227;202102;1;1;0,83;0,17;3
907599230 1000035667        ;907599230 ;4;1000035667        ;M009;20210227;202102;56;1;46,67;9,33;4
907599230 1000035820        ;907599230 ;5;1000035820        ;M009;20210227;202102;32;1;26,67;5,33;5
907620702 2037779002        ;907620702 ;1;2037779002        ;M013;20210227;202102;54;1;45,00;9,00;1
907620702 2037779003        ;907620702 ;2;2037779003        ;M013;20210227;202102;942;1;785,00;157,00;2
907620702 2037786005        ;907620702 ;3;2037786005        ;M013;20210227;202102;6;1;5,00;1,00;3
907620702 2037791004        ;907620702 ;4;2037791004        ;M013;20210227;202102;54;2;49,09;4,91;4
907620702 2037797004        ;907620702 ;5;2037797004        ;M013;20210227;202102;4392;3;3992,73;399,27;5
907631152 2034743001        ;907631152 ;10;2034743001        ;M003;20210227;202102;78;2;70,91;7,09;1
907057665 8000000214        ;907057665 ;10;8000000214        ;M001;20210228;202102;40;1;33,33;6,67;1
907463732 1000001081        ;907463732 ;1;1000001081        ;M003;20210228;202102;313;1;260,83;52,17;1
907472847 1000039180        ;907472847 ;1;1000039180        ;M011;20210228;202102;120;2;100,00;20,00;1
907472847 1000039181        ;907472847 ;2;1000039181        ;M011;20210228;202102;27;1;22,50;4,50;2
