Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
901023575 1000028211        ;901023575 ;6;1000028211        ;M001;20210210;202102;126;3;105,00;21,00;6
901023575 1000028219        ;901023575 ;7;1000028219        ;M001;20210210;202102;470;1;391,67;78,33;7
901023575 1000028220        ;901023575 ;8;1000028220        ;M001;20210210;202102;6496;2;5413,33;1082,67;8
901027182 73503             ;901027182 ;1;73503             ;M013;20210210;202102;60;1;50,00;10,00;1
901027182 2024537004        ;901027182 ;2;2024537004        ;M013;20210210;202102;579;1;482,50;96,50;2
901032304 1000028071        ;901032304 ;1;1000028071        ;M014;20210210;202102;47;1;39,17;7,83;1
901032304 1000028072        ;901032304 ;2;1000028072        ;M014;20210210;202102;722;1;601,67;120,33;2
901034981 7000009745        ;901034981 ;1;7000009745        ;M008;20210210;202102;194;2;161,67;32,33;1
901035081 8000000214        ;901035081 ;10;8000000214        ;M011;20210210;202102;40;1;33,33;6,67;1
901039678 7000009745        ;901039678 ;1;7000009745        ;M003;20210210;202102;194;2;161,67;32,33;1
901041378 2486              ;901041378 ;1;2486              ;M010;20210210;202102;20;1;16,67;3,33;1
901041378 18317             ;901041378 ;2;18317             ;M010;20210210;202102;37;1;30,83;6,17;2
901041378 30598             ;901041378 ;3;30598             ;M010;20210210;202102;30;1;27,27;2,73;3
901044702 1000048284        ;901044702 ;1;1000048284        ;M004;20210210;202102;58;1;48,33;9,67;1
901054429 107784765         ;901054429 ;1;107784765         ;M004;20210210;202102;54;1;45,00;9,00;1
901054429 107790410         ;901054429 ;2;107790410         ;M004;20210210;202102;228;1;190,00;38,00;2
901065989 107784765         ;901065989 ;1;107784765         ;M012;20210210;202102;54;1;45,00;9,00;1
901065989 107790410         ;901065989 ;2;107790410         ;M012;20210210;202102;228;1;190,00;38,00;2
901067953 73503             ;901067953 ;1;73503             ;M010;20210210;202102;180;3;150,00;30,00;1
901067953 2024537004        ;901067953 ;2;2024537004        ;M010;20210210;202102;579;1;482,50;96,50;2
901067953 2025176006        ;901067953 ;3;2025176006        ;M010;20210210;202102;264;3;220,00;44,00;3
901034983 7000009745        ;901034983 ;1;7000009745        ;M010;20210211;202102;97;1;80,83;16,17;1
901060469 107733247         ;901060469 ;1;107733247         ;M012;20210211;202102;1089;3;907,50;181,50;1
901062060 1000038412        ;901062060 ;1;1000038412        ;M008;20210211;202102;27;1;24,55;2,45;1
901062060 1000038671        ;901062060 ;2;1000038671        ;M008;20210211;202102;42;1;35,00;7,00;2
901062060 1000038876        ;901062060 ;3;1000038876        ;M008;20210211;202102;15;1;12,50;2,50;3
901062060 1000038881        ;901062060 ;4;1000038881        ;M008;20210211;202102;52;1;43,33;8,67;4
901062060 1000038882        ;901062060 ;5;1000038882        ;M008;20210211;202102;90;1;75,00;15,00;5
901062061 2026779002        ;901062061 ;1;2026779002        ;M005;20210211;202102;70;1;63,64;6,36;1
901062061 2026780001        ;901062061 ;2;2026780001        ;M005;20210211;202102;276;4;230,00;46,00;2
901067803 108321973         ;901067803 ;1;108321973         ;M008;20210211;202102;136;2;113,33;22,67;1
901067803 108322044         ;901067803 ;2;108322044         ;M008;20210211;202102;47;1;39,17;7,83;2
901072574 646               ;901072574 ;1;646               ;M009;20210211;202102;470;1;427,27;42,73;1
901072574 20404             ;901072574 ;2;20404             ;M009;20210211;202102;4100;1;3416,67;683,33;2
901072574 20704             ;901072574 ;3;20704             ;M009;20210211;202102;300;3;250,00;50,00;3
901072574 20706             ;901072574 ;4;20706             ;M009;20210211;202102;36;3;32,73;3,27;4
901072574 25392             ;901072574 ;5;25392             ;M009;20210211;202102;51;3;42,50;8,50;5
901072574 25408             ;901072574 ;6;25408             ;M009;20210211;202102;747;1;622,50;124,50;6
901072574 32204             ;901072574 ;7;32204             ;M009;20210211;202102;72;1;65,45;6,55;7
901072574 35156             ;901072574 ;8;35156             ;M009;20210211;202102;260;1;216,67;43,33;8
901072574 43459             ;901072574 ;9;43459             ;M009;20210211;202102;261;1;217,50;43,50;9
901009988 2011095004        ;901009988 ;1;2011095004        ;M006;20210212;202102;82;1;68,33;13,67;1
901009988 2011482003        ;901009988 ;2;2011482003        ;M006;20210212;202102;73;1;60,83;12,17;2
901009988 2014303004        ;901009988 ;3;2014303004        ;M006;20210212;202102;677;1;564,17;112,83;3
901057224 19657             ;901057224 ;1;19657             ;M009;20210212;202102;923;1;769,17;153,83;1
901057224 20404             ;901057224 ;2;20404             ;M009;20210212;202102;8200;2;6833,33;1366,67;2
901057224 25390             ;901057224 ;3;25390             ;M009;20210212;202102;123;3;102,50;20,50;3
901057224 25393             ;901057224 ;4;25393             ;M009;20210212;202102;16;1;13,33;2,67;4
901066312 2033458005        ;901066312 ;1;2033458005        ;M014;20210212;202102;403;1;335,83;67,17;1
901066312 7000011075        ;901066312 ;2;7000011075        ;M014;20210212;202102;85;1;70,83;14,17;2
901066313 2011095004        ;901066313 ;1;2011095004        ;M002;20210212;202102;82;1;68,33;13,67;1
901066500 1000011993        ;901066500 ;1;1000011993        ;M015;20210212;202102;94;1;85,45;8,55;1
901066500 1000011997        ;901066500 ;2;1000011997        ;M015;20210212;202102;530;1;441,67;88,33;2
901072327 7000009745        ;901072327 ;1;7000009745        ;M008;20210212;202102;97;1;80,83;16,17;1
901076219 107087759         ;901076219 ;1;107087759         ;M002;20210212;202102;40;1;33,33;6,67;1
901076219 1000008252        ;901076219 ;2;1000008252        ;M002;20210212;202102;29;1;24,17;4,83;2
901085463 19657             ;901085463 ;1;19657             ;M005;20210212;202102;923;1;769,17;153,83;1
901085463 20404             ;901085463 ;2;20404             ;M005;20210212;202102;4100;1;3416,67;683,33;2
901085463 25390             ;901085463 ;3;25390             ;M005;20210212;202102;41;1;34,17;6,83;3
901101967 1000011993        ;901101967 ;1;1000011993        ;M003;20210212;202102;94;1;85,45;8,55;1
901101967 1000011997        ;901101967 ;2;1000011997        ;M003;20210212;202102;1590;3;1325,00;265,00;2
901107054 1000007710        ;901107054 ;1;1000007710        ;M005;20210212;202102;90;2;75,00;15,00;1
901107054 2025444003        ;901107054 ;2;2025444003        ;M005;20210212;202102;96;1;87,27;8,73;2
901107815 7000009745        ;901107815 ;1;7000009745        ;M002;20210212;202102;97;1;80,83;16,17;1
901122802 1000007710        ;901122802 ;1;1000007710        ;M014;20210212;202102;45;1;37,50;7,50;1
901122802 2025444003        ;901122802 ;2;2025444003        ;M014;20210212;202102;288;3;261,82;26,18;2
901122802 2025449004        ;901122802 ;3;2025449004        ;M014;20210212;202102;3972;1;3310,00;662,00;3
901122802 2025592005        ;901122802 ;4;2025592005        ;M014;20210212;202102;349;1;317,27;31,73;4
901122802 2025593004        ;901122802 ;5;2025593004        ;M014;20210212;202102;361;1;328,18;32,82;5
901122802 2027437001        ;901122802 ;6;2027437001        ;M014;20210212;202102;78;1;65,00;13,00;6
901122802 2027939005        ;901122802 ;7;2027939005        ;M014;20210212;202102;62;2;51,67;10,33;7
901122802 2028150005        ;901122802 ;8;2028150005        ;M014;20210212;202102;87;1;79,09;7,91;8
901122802 2028181002        ;901122802 ;9;2028181002        ;M014;20210212;202102;42;1;35,00;7,00;9
901122802 2030392002        ;901122802 ;10;2030392002        ;M014;20210212;202102;402;1;365,45;36,55;10
901122802 2030493006        ;901122802 ;11;2030493006        ;M014;20210212;202102;130;2;108,33;21,67;11
901122802 2030725004        ;901122802 ;12;2030725004        ;M014;20210212;202102;33;1;27,50;5,50;12
901122802 2031381004        ;901122802 ;13;2031381004        ;M014;20210212;202102;96;1;80,00;16,00;13
901122802 2033397004        ;901122802 ;14;2033397004        ;M014;20210212;202102;1376;4;1146,67;229,33;14
901020024 2029476001        ;901020024 ;1;2029476001        ;M010;20210213;202102;59;1;53,64;5,36;1
901023635 107982243         ;901023635 ;10;107982243         ;M003;20210213;202102;49;1;40,83;8,17;1
901023635 1000002838        ;901023635 ;20;1000002838        ;M003;20210213;202102;49;1;40,83;8,17;2
901036354 1000004259        ;901036354 ;1;1000004259        ;M005;20210213;202102;18;1;15,00;3,00;1
901054921 1000025093        ;901054921 ;10;1000025093        ;M013;20210213;202102;20;1;16,67;3,33;1
901054921 1000025094        ;901054921 ;20;1000025094        ;M013;20210213;202102;285;3;237,50;47,50;2
901056343 12164             ;901056343 ;1;12164             ;M008;20210213;202102;264;2;220,00;44,00;1
901056343 32204             ;901056343 ;2;32204             ;M008;20210213;202102;72;1;65,45;6,55;2
901056343 43653             ;901056343 ;3;43653             ;M008;20210213;202102;24;1;20,00;4,00;3
901056343 43791             ;901056343 ;4;43791             ;M008;20210213;202102;73;1;60,83;12,17;4
901056343 54824             ;901056343 ;5;54824             ;M008;20210213;202102;69;1;57,50;11,50;5
901066501 102738575         ;901066501 ;1;102738575         ;M012;20210213;202102;1279;1;1065,83;213,17;1
901106313 1000042800        ;901106313 ;1;1000042800        ;M006;20210213;202102;33;1;30,00;3,00;1
901113524 2017113003        ;901113524 ;1;2017113003        ;M011;20210213;202102;46;1;38,33;7,67;1
901113524 2025646002        ;901113524 ;2;2025646002        ;M011;20210213;202102;85;1;77,27;7,73;2
901113524 2027052002        ;901113524 ;3;2027052002        ;M011;20210213;202102;88;1;73,33;14,67;3
901010580 646               ;901010580 ;1;646               ;M003;20210214;202102;470;1;427,27;42,73;1
901010580 25391             ;901010580 ;2;25391             ;M003;20210214;202102;384;2;349,09;34,91;2
901010581 1000043462        ;901010581 ;1;1000043462        ;M011;20210214;202102;17;1;14,17;2,83;1
901010581 1000043476        ;901010581 ;2;1000043476        ;M011;20210214;202102;58;1;48,33;9,67;2
901052971 2025646002        ;901052971 ;1;2025646002        ;M005;20210214;202102;170;2;154,55;15,45;1
901052971 2025788003        ;901052971 ;2;2025788003        ;M005;20210214;202102;48;1;40,00;8,00;2
901052971 2026891007        ;901052971 ;3;2026891007        ;M005;20210214;202102;8;1;6,67;1,33;3
901100969 1000004055        ;901100969 ;1;1000004055        ;M003;20210214;202102;12356;4;10296,67;2059,33;1
901100969 1000004103        ;901100969 ;2;1000004103        ;M003;20210214;202102;831;3;755,45;75,55;2
901100969 1000004105        ;901100969 ;3;1000004105        ;M003;20210214;202102;738;1;615,00;123,00;3
901100969 1000004259        ;901100969 ;4;1000004259        ;M003;20210214;202102;18;1;15,00;3,00;4
901100969 1000004292        ;901100969 ;5;1000004292        ;M003;20210214;202102;71;1;64,55;6,45;5
901118044 2029607002        ;901118044 ;1;2029607002        ;M008;20210214;202102;98;1;81,67;16,33;1
901118044 2029610003        ;901118044 ;2;2029610003        ;M008;20210214;202102;49;1;40,83;8,17;2
901118044 2029612002        ;901118044 ;3;2029612002        ;M008;20210214;202102;901;1;750,83;150,17;3
901118044 2029629003        ;901118044 ;4;2029629003        ;M008;20210214;202102;67;1;60,91;6,09;4
901118044 2029669004        ;901118044 ;5;2029669004        ;M008;20210214;202102;75;1;62,50;12,50;5
901118044 2029758003        ;901118044 ;6;2029758003        ;M008;20210214;202102;477;1;433,64;43,36;6
901118044 2029808002        ;901118044 ;7;2029808002        ;M008;20210214;202102;105;1;87,50;17,50;7
901118044 2029862005        ;901118044 ;8;2029862005        ;M008;20210214;202102;36;1;30,00;6,00;8
901118044 2029874002        ;901118044 ;9;2029874002        ;M008;20210214;202102;83;1;69,17;13,83;9
901118044 2029906005        ;901118044 ;10;2029906005        ;M008;20210214;202102;2013;3;1677,50;335,50;10
901118044 2029956003        ;901118044 ;11;2029956003        ;M008;20210214;202102;75;1;68,18;6,82;11
901118044 2030014003        ;901118044 ;12;2030014003        ;M008;20210214;202102;31;1;25,83;5,17;12
901118044 2030036001        ;901118044 ;13;2030036001        ;M008;20210214;202102;48;1;40,00;8,00;13
901118044 2030070003        ;901118044 ;14;2030070003        ;M008;20210214;202102;49;1;40,83;8,17;14
901118044 2030083002        ;901118044 ;15;2030083002        ;M008;20210214;202102;33;1;27,50;5,50;15
901118044 2030122002        ;901118044 ;16;2030122002        ;M008;20210214;202102;641;1;534,17;106,83;16
901118044 2030139004        ;901118044 ;17;2030139004        ;M008;20210214;202102;10;1;9,09;0,91;17
901118044 2030162004        ;901118044 ;18;2030162004        ;M008;20210214;202102;34;1;30,91;3,09;18
901118044 2030194001        ;901118044 ;19;2030194001        ;M008;20210214;202102;498;1;452,73;45,27;19
901118044 2030347005        ;901118044 ;20;2030347005        ;M008;20210214;202102;1;1;0,83;0,17;20
901122412 7000009745        ;901122412 ;1;7000009745        ;M014;20210214;202102;97;1;80,83;16,17;1
901032913 2486              ;901032913 ;1;2486              ;M003;20210215;202102;20;1;16,67;3,33;1
901032913 17621             ;901032913 ;2;17621             ;M003;20210215;202102;54;3;45,00;9,00;2
901032913 26703             ;901032913 ;3;26703             ;M003;20210215;202102;168;4;140,00;28,00;3
901086745 2024842002        ;901086745 ;1;2024842002        ;M002;20210215;202102;85;1;70,83;14,17;1
901086745 2024950003        ;901086745 ;2;2024950003        ;M002;20210215;202102;90;1;75,00;15,00;2
901086745 2025629003        ;901086745 ;3;2025629003        ;M002;20210215;202102;33;1;27,50;5,50;3
901086745 2026317003        ;901086745 ;4;2026317003        ;M002;20210215;202102;8392;2;6993,33;1398,67;4
901086745 2026474004        ;901086745 ;5;2026474004        ;M002;20210215;202102;76;2;63,33;12,67;5
901086745 2027015004        ;901086745 ;6;2027015004        ;M002;20210215;202102;50;1;41,67;8,33;6
901086745 2027739004        ;901086745 ;7;2027739004        ;M002;20210215;202102;2;1;1,67;0,33;7
901091741 7000009745        ;901091741 ;1;7000009745        ;M004;20210215;202102;97;1;80,83;16,17;1
901097368 1000043460        ;901097368 ;1;1000043460        ;M003;20210215;202102;573;3;477,50;95,50;1
901097368 1000043567        ;901097368 ;2;1000043567        ;M003;20210215;202102;51;3;42,50;8,50;2
901097368 1000043625        ;901097368 ;3;1000043625        ;M003;20210215;202102;49;1;40,83;8,17;3
901097368 1000043629        ;901097368 ;4;1000043629        ;M003;20210215;202102;41;1;37,27;3,73;4
901097368 1000043650        ;901097368 ;5;1000043650        ;M003;20210215;202102;33;1;27,50;5,50;5
901097960 2029675001        ;901097960 ;1;2029675001        ;M011;20210215;202102;346;1;288,33;57,67;1
901097960 2029761004        ;901097960 ;2;2029761004        ;M011;20210215;202102;267;3;222,50;44,50;2
901097960 2029793001        ;901097960 ;3;2029793001        ;M011;20210215;202102;51;1;42,50;8,50;3
901097960 2029793002        ;901097960 ;4;2029793002        ;M011;20210215;202102;22;1;18,33;3,67;4
901097960 2029866003        ;901097960 ;5;2029866003        ;M011;20210215;202102;34;1;28,33;5,67;5
901097960 2029874003        ;901097960 ;6;2029874003        ;M011;20210215;202102;69;1;62,73;6,27;6
901097960 2029938002        ;901097960 ;7;2029938002        ;M011;20210215;202102;34;1;30,91;3,09;7
901097960 2029938003        ;901097960 ;8;2029938003        ;M011;20210215;202102;204;4;170,00;34,00;8
901097960 2029941003        ;901097960 ;9;2029941003        ;M011;20210215;202102;343;1;285,83;57,17;9
901097960 2029945003        ;901097960 ;10;2029945003        ;M011;20210215;202102;216;3;180,00;36,00;10
901097960 2029945004        ;901097960 ;11;2029945004        ;M011;20210215;202102;50;1;41,67;8,33;11
901097960 2029960004        ;901097960 ;12;2029960004        ;M011;20210215;202102;41;1;34,17;6,83;12
901097960 2030022002        ;901097960 ;13;2030022002        ;M011;20210215;202102;39;1;32,50;6,50;13
901097960 2030041005        ;901097960 ;14;2030041005        ;M011;20210215;202102;374;2;311,67;62,33;14
901097960 2030060002        ;901097960 ;15;2030060002        ;M011;20210215;202102;86;1;71,67;14,33;15
901097960 2030137003        ;901097960 ;16;2030137003        ;M011;20210215;202102;144;1;120,00;24,00;16
901097960 2030179002        ;901097960 ;17;2030179002        ;M011;20210215;202102;236;1;196,67;39,33;17
901097960 2030345006        ;901097960 ;18;2030345006        ;M011;20210215;202102;875;1;729,17;145,83;18
901114192 1000002532        ;901114192 ;1;1000002532        ;M008;20210215;202102;29;1;26,36;2,64;1
901114192 1000002533        ;901114192 ;2;1000002533        ;M008;20210215;202102;441;1;367,50;73,50;2
901114192 1000002551        ;901114192 ;3;1000002551        ;M008;20210215;202102;36;1;30,00;6,00;3
901054961 662670            ;901054961 ;1;662670            ;M003;20210216;202102;523;1;475,45;47,55;1
901113872 184406            ;901113872 ;1;184406            ;M011;20210216;202102;180;1;150,00;30,00;1
901136488 2486              ;901136488 ;1;2486              ;M012;20210216;202102;20;1;16,67;3,33;1
901136488 17589             ;901136488 ;2;17589             ;M012;20210216;202102;387;1;322,50;64,50;2
901136488 19067             ;901136488 ;3;19067             ;M012;20210216;202102;66;1;55,00;11,00;3
901136488 20404             ;901136488 ;4;20404             ;M012;20210216;202102;4100;1;3416,67;683,33;4
901136488 20703             ;901136488 ;5;20703             ;M012;20210216;202102;207;3;172,50;34,50;5
901136488 31171             ;901136488 ;6;31171             ;M012;20210216;202102;29;1;24,17;4,83;6
901136488 32204             ;901136488 ;7;32204             ;M012;20210216;202102;72;1;65,45;6,55;7
901136488 34428             ;901136488 ;8;34428             ;M012;20210216;202102;84;3;70,00;14,00;8
901136488 35148             ;901136488 ;9;35148             ;M012;20210216;202102;96;1;80,00;16,00;9
901136488 35483             ;901136488 ;10;35483             ;M012;20210216;202102;33;1;27,50;5,50;10
901136489 1000038169        ;901136489 ;1;1000038169        ;M009;20210216;202102;37;1;30,83;6,17;1
901136489 1000038242        ;901136489 ;2;1000038242        ;M009;20210216;202102;106;2;88,33;17,67;2
901136489 1000038317        ;901136489 ;3;1000038317        ;M009;20210216;202102;350;1;291,67;58,33;3
901136489 1000038327        ;901136489 ;4;1000038327        ;M009;20210216;202102;483;1;402,50;80,50;4
901136489 1000038416        ;901136489 ;5;1000038416        ;M009;20210216;202102;80;1;66,67;13,33;5
901136489 1000038426        ;901136489 ;6;1000038426        ;M009;20210216;202102;6;1;5,00;1,00;6
901136489 1000038440        ;901136489 ;7;1000038440        ;M009;20210216;202102;33;1;27,50;5,50;7
901136489 1000038715        ;901136489 ;8;1000038715        ;M009;20210216;202102;127;1;105,83;21,17;8
901144575 2026951002        ;901144575 ;1;2026951002        ;M005;20210216;202102;56;1;50,91;5,09;1
901144575 2026960001        ;901144575 ;2;2026960001        ;M005;20210216;202102;756;2;630,00;126,00;2
901148018 107969217         ;901148018 ;1;107969217         ;M008;20210216;202102;37;1;30,83;6,17;1
901004149 1000024121        ;901004149 ;1;1000024121        ;M004;20210217;202102;3599;1;2999,17;599,83;1
901050800 2028093006        ;901050800 ;1;2028093006        ;M002;20210217;202102;47;1;42,73;4,27;1
901050800 2028095002        ;901050800 ;2;2028095002        ;M002;20210217;202102;31;1;25,83;5,17;2
901084386 17615             ;901084386 ;1;17615             ;M004;20210217;202102;971;1;809,17;161,83;1
901090090 724391            ;901090090 ;1;724391            ;M012;20210217;202102;55;1;45,83;9,17;1
901105077 106864747         ;901105077 ;1;106864747         ;M014;20210217;202102;25;1;20,83;4,17;1
901117332 724391            ;901117332 ;1;724391            ;M006;20210217;202102;55;1;45,83;9,17;1
901117332 7000009745        ;901117332 ;2;7000009745        ;M006;20210217;202102;97;1;80,83;16,17;2
901128312 17615             ;901128312 ;1;17615             ;M005;20210217;202102;971;1;809,17;161,83;1
901128312 17618             ;901128312 ;2;17618             ;M005;20210217;202102;164;4;136,67;27,33;2
901128596 2025626008        ;901128596 ;1;2025626008        ;M006;20210217;202102;970;1;808,33;161,67;1
901128596 2026542005        ;901128596 ;2;2026542005        ;M006;20210217;202102;3;1;2,73;0,27;2
901129790 91863             ;901129790 ;1;91863             ;M012;20210217;202102;150;1;125,00;25,00;1
901129790 107270748         ;901129790 ;2;107270748         ;M012;20210217;202102;41;1;34,17;6,83;2
901129790 1000001600        ;901129790 ;3;1000001600        ;M012;20210217;202102;279;1;232,50;46,50;3
901133565 1000045350        ;901133565 ;1;1000045350        ;M003;20210217;202102;71;1;59,17;11,83;1
901133565 1000045385        ;901133565 ;2;1000045385        ;M003;20210217;202102;27;1;22,50;4,50;2
901133587 106864747         ;901133587 ;1;106864747         ;M003;20210217;202102;25;1;20,83;4,17;1
901135002 1000024121        ;901135002 ;1;1000024121        ;M007;20210217;202102;3599;1;2999,17;599,83;1
901135002 1000024133        ;901135002 ;2;1000024133        ;M007;20210217;202102;273;3;227,50;45,50;2
901139956 2025626008        ;901139956 ;1;2025626008        ;M005;20210217;202102;2910;3;2425,00;485,00;1
901139956 2026542005        ;901139956 ;2;2026542005        ;M005;20210217;202102;6;2;5,45;0,55;2
901139956 2026543005        ;901139956 ;3;2026543005        ;M005;20210217;202102;4078;1;3398,33;679,67;3
901139956 2026918006        ;901139956 ;4;2026918006        ;M005;20210217;202102;17;1;14,17;2,83;4
901166616 1000045350        ;901166616 ;1;1000045350        ;M001;20210217;202102;71;1;59,17;11,83;1
901061442 1000033455        ;901061442 ;1;1000033455        ;M011;20210218;202102;38;1;31,67;6,33;1
901081528 2025796004        ;901081528 ;1;2025796004        ;M001;20210218;202102;472;1;393,33;78,67;1
901081528 2025827002        ;901081528 ;2;2025827002        ;M001;20210218;202102;180;3;150,00;30,00;2
901081528 2025828004        ;901081528 ;3;2025828004        ;M001;20210218;202102;92;1;76,67;15,33;3
901081528 2025829004        ;901081528 ;4;2025829004        ;M001;20210218;202102;59;1;49,17;9,83;4
901081528 2025943001        ;901081528 ;5;2025943001        ;M001;20210218;202102;64;1;53,33;10,67;5
901081528 2025946004        ;901081528 ;6;2025946004        ;M001;20210218;202102;44;1;40,00;4,00;6
901081528 2025961002        ;901081528 ;7;2025961002        ;M001;20210218;202102;194;2;161,67;32,33;7
901081528 2025961005        ;901081528 ;8;2025961005        ;M001;20210218;202102;519;1;432,50;86,50;8
901081528 2025961006        ;901081528 ;9;2025961006        ;M001;20210218;202102;164;1;149,09;14,91;9
901081528 2025967001        ;901081528 ;10;2025967001        ;M001;20210218;202102;9;1;7,50;1,50;10
901081528 2026004001        ;901081528 ;11;2026004001        ;M001;20210218;202102;111;3;92,50;18,50;11
901081528 2026004003        ;901081528 ;12;2026004003        ;M001;20210218;202102;4;1;3,33;0,67;12
901081528 2026052001        ;901081528 ;13;2026052001        ;M001;20210218;202102;90;1;81,82;8,18;13
901081528 2026052007        ;901081528 ;14;2026052007        ;M001;20210218;202102;2004;3;1670,00;334,00;14
901081528 2026062005        ;901081528 ;15;2026062005        ;M001;20210218;202102;2;1;1,67;0,33;15
901081528 2026073005        ;901081528 ;16;2026073005        ;M001;20210218;202102;1018;1;848,33;169,67;16
901081528 2026073008        ;901081528 ;17;2026073008        ;M001;20210218;202102;49;1;44,55;4,45;17
901081528 2026080008        ;901081528 ;18;2026080008        ;M001;20210218;202102;38;2;31,67;6,33;18
901081528 2026094002        ;901081528 ;19;2026094002        ;M001;20210218;202102;83;1;69,17;13,83;19
901088254 101950128         ;901088254 ;1;101950128         ;M008;20210218;202102;500;1;416,67;83,33;1
901088254 1000005769        ;901088254 ;2;1000005769        ;M008;20210218;202102;72;1;60,00;12,00;2
901114676 1000033455        ;901114676 ;1;1000033455        ;M011;20210218;202102;38;1;31,67;6,33;1
901114676 1000033461        ;901114676 ;2;1000033461        ;M011;20210218;202102;29;1;26,36;2,64;2
901114676 1000033667        ;901114676 ;3;1000033667        ;M011;20210218;202102;66;1;55,00;11,00;3
901139957 19372             ;901139957 ;1;19372             ;M003;20210218;202102;353;1;320,91;32,09;1
901173996 724391            ;901173996 ;1;724391            ;M003;20210218;202102;55;1;45,83;9,17;1
901173996 7000009745        ;901173996 ;2;7000009745        ;M003;20210218;202102;291;3;242,50;48,50;2
901179052 107823728         ;901179052 ;1;107823728         ;M013;20210218;202102;458;2;381,67;76,33;1
901179052 107823761         ;901179052 ;2;107823761         ;M013;20210218;202102;120;1;100,00;20,00;2
901179052 107837652         ;901179052 ;3;107837652         ;M013;20210218;202102;48;1;40,00;8,00;3
901179052 107837695         ;901179052 ;4;107837695         ;M013;20210218;202102;949;1;790,83;158,17;4
901179052 107854170         ;901179052 ;5;107854170         ;M013;20210218;202102;12168;3;11061,82;1106,18;5
901179052 107854284         ;901179052 ;6;107854284         ;M013;20210218;202102;30;1;25,00;5,00;6
901179052 107891940         ;901179052 ;7;107891940         ;M013;20210218;202102;449;1;374,17;74,83;7
901179053 219598            ;901179053 ;1;219598            ;M003;20210218;202102;1895;1;1579,17;315,83;1
901179053 1000023982        ;901179053 ;2;1000023982        ;M003;20210218;202102;90;3;75,00;15,00;2
901179053 2025538003        ;901179053 ;3;2025538003        ;M003;20210218;202102;344;1;286,67;57,33;3
901180851 724391            ;901180851 ;1;724391            ;M008;20210218;202102;55;1;45,83;9,17;1
901182811 219598            ;901182811 ;1;219598            ;M003;20210218;202102;1895;1;1579,17;315,83;1
901182811 1000023982        ;901182811 ;2;1000023982        ;M003;20210218;202102;30;1;25,00;5,00;2
901182811 2025538003        ;901182811 ;3;2025538003        ;M003;20210218;202102;1032;3;860,00;172,00;3
901182811 2025653009        ;901182811 ;4;2025653009        ;M003;20210218;202102;228;3;190,00;38,00;4
901189259 19372             ;901189259 ;1;19372             ;M001;20210218;202102;1059;3;962,73;96,27;1
901189259 19719             ;901189259 ;2;19719             ;M001;20210218;202102;49;1;40,83;8,17;2
901189259 19758             ;901189259 ;3;19758             ;M001;20210218;202102;1038;2;865,00;173,00;3
901189260 107823728         ;901189260 ;1;107823728         ;M003;20210218;202102;229;1;190,83;38,17;1
901189260 107823761         ;901189260 ;2;107823761         ;M003;20210218;202102;120;1;100,00;20,00;2
901073146 1000014423        ;901073146 ;1;1000014423        ;M008;20210219;202102;8;1;6,67;1,33;1
901073146 1000014839        ;901073146 ;2;1000014839        ;M008;20210219;202102;45;1;37,50;7,50;2
901073146 1000014840        ;901073146 ;3;1000014840        ;M008;20210219;202102;59;1;53,64;5,36;3
901151565 108266898         ;901151565 ;10;108266898         ;M012;20210219;202102;36;1;30,00;6,00;1
901151565 108266919         ;901151565 ;20;108266919         ;M012;20210219;202102;29;1;26,36;2,64;2
901153803 107207693         ;901153803 ;1;107207693         ;M007;20210219;202102;35;1;29,17;5,83;1
901153803 2024934005        ;901153803 ;2;2024934005        ;M007;20210219;202102;20;1;18,18;1,82;2
901157943 7000009745        ;901157943 ;1;7000009745        ;M004;20210219;202102;97;1;80,83;16,17;1
901178459 318233            ;901178459 ;10;318233            ;M003;20210219;202102;225;3;187,50;37,50;1
901182814 1000050275        ;901182814 ;1;1000050275        ;M010;20210219;202102;448;1;373,33;74,67;1
901195554 646               ;901195554 ;1;646               ;M008;20210219;202102;470;1;427,27;42,73;1
901104711 102511611         ;901104711 ;1;102511611         ;M014;20210220;202102;463;1;385,83;77,17;1
901104711 108103554         ;901104711 ;2;108103554         ;M014;20210220;202102;12;1;10,91;1,09;2
901104711 1000024936        ;901104711 ;3;1000024936        ;M014;20210220;202102;14;1;12,73;1,27;3
901104711 1000036497        ;901104711 ;4;1000036497        ;M014;20210220;202102;340;1;283,33;56,67;4
901141032 2027444003        ;901141032 ;1;2027444003        ;M011;20210220;202102;30;1;25,00;5,00;1
901141032 2027454004        ;901141032 ;2;2027454004        ;M011;20210220;202102;759;1;632,50;126,50;2
901145567 1000038337        ;901145567 ;1;1000038337        ;M013;20210220;202102;56;1;46,67;9,33;1
901166207 7000009745        ;901166207 ;1;7000009745        ;M003;20210220;202102;97;1;80,83;16,17;1
901171038 108217789         ;901171038 ;1;108217789         ;M003;20210220;202102;239;1;199,17;39,83;1
901171038 108234773         ;901171038 ;2;108234773         ;M003;20210220;202102;97;1;80,83;16,17;2
901171038 108236613         ;901171038 ;3;108236613         ;M003;20210220;202102;88;2;73,33;14,67;3
901171038 108248817         ;901171038 ;4;108248817         ;M003;20210220;202102;797;1;664,17;132,83;4
